ID,Symbol,Start_date,market_cap,Sector,Country,CEO,No.of employee,Revenue (Cr),Net-valuation (Cr),Share_price (RS),Company_background,Type,Product
PROJ0x4473,,,large-cap,,,?,24045.0,-999.0,2956.064809676153,2153.328769605487,"Data transmission has three aspects: transmission, propagation, and reception. This article focuses on the most recent period (electronic).",Software,antivirus-security
PROJ0x7296,,"September,1955",large-cap,?,,?,,?,8846.677859273674,-4490.850314781868,"The Information: A History, a Theory, a Flood.  IT departments are allocated funds by senior leadership and must attempt to achieve the desired deliverables while staying within that budget. Anything stored is data, but it only becomes information when it is organized and presented meaningfully.",Software,IT
PROJ0x32d6,,,?,?,Guatemala,?,,5.1743509727836905,1293.5877431959227,175.85," Applications are usually independent programs from the operating system, though they are often tailored for specific platforms. An instruction may also invoke one of many input or output operations, for example displaying some text on a computer screen; causing state changes which should be visible to the user.",Software,AI
PROJ0x27ac,EWU,"August,1980",?,Private_sector,,Stephan Sutton,6951.0,21.303102527841226,,443.75," So, this is sometimes avoided by using ""pointers"" to data instead. An early such system was IBM's Information Management System (IMS), which is still widely deployed more than 50 years later.",Software,AI
PROJ0x2f40,,,?,Private_sector,,?,13134.0,29.56632779178472,7391.581947946179,," Information Technology – A Luddite Analysis.  A cost center is a department or staff which incurs expenses, or “costs”, within a company rather than generating profits or revenue streams.",Software,Hardware accelerator
PROJ0x4626,,,?,?,,?,36387.0,31.224921764437475,4683.738264665621,,"In a business context, the Information Technology Association of America has defined information technology as ""the study, design, development, application, implementation, support or management of computer-based information systems"". An information technology system (IT system) is generally an information system, a communications system, or, more specifically speaking, a computer system – including all hardware, software, and peripheral equipment – operated by a limited group of IT users. (1986).",Hardware,Hardware accelerator
PROJ0x7d8,KXS,"September,2006",small-cap,?,Hungary,Deanna Blackmore,,20.671210719711087,18644.88594451111,165.35,", A. Leavitt and Thomas L.",Security,antivirus-security
PROJ0x1593,,,small-cap,Private_sector,,?,,?,37732.41870166904,,"In an academic context, the Association for Computing Machinery defines IT as ""undergraduate degree programs that prepare students to meet the computer technology needs of business, government, healthcare, schools, and other kinds of organizations .In a business context, the Information Technology Association of America has defined information technology as ""the study, design, development, application, implementation, support or management of computer-based information systems"". IT specialists assume responsibility for selecting hardware and software products appropriate for an organization, integrating those products with organizational needs and infrastructure, and installing, customizing, and maintaining those applications for the organization’s computer users.",Hardware,Gaming hardware
PROJ0x7dad,QHID,,large-cap,?,,Francisco Stewart,,12.32192722569024,,1001.95," This article focuses on the most recent period (electronic). Most users think of compilers, databases, and other ""system software"" as applications.",Software,IT
PROJ0x2eb6,,"September,1988",?,Public_sector,Mayotte,Susan Vanbebber,599.0,16.784338769249242,1678.4338769249246,,"Price, Wilson T.Massive amounts of data are stored worldwide every day, but unless it can be analyzed and presented effectively it essentially resides in what have been called data tombs: ""data archives that are seldom visited"".Hilbert and Lopez identify the exponential pace of technological change (a kind of Moore's law): machines' application-specific capacity to compute information per capita roughly doubled every 14 months between 1986 and 2007; the per capita capacity of the world's general-purpose computers doubled every 18 months during the same two decades; the global telecommunication capacity per capita doubled every 34 months; the world's storage capacity per capita required roughly 40 months to double (every 3 years); and per capita broadcast information has doubled every 12.",Hardware,Hardware accelerator
PROJ0x77f4,,"October,1996",?,Private_sector,Virgin Islands (British),Phillip Berry,11294.0,-999.0,7128.351905451328,4140.335915173916,"S. As of 2007, almost 94% of the data stored worldwide was held digitally: 52% on hard disks, 28% on optical devices ,and 11% on digital magnetic tape. Southern Innovator Magazine Issue 1: Mobile Phones and Information Technology: United Nations Office for South-South Cooperation.",Software,Hardware accelerator
PROJ0x44ff,,"August,1956",small-cap,?,Mauritania,Sam Reist,,20.781282056290667,,," It also lacked the ability to store its program in memory; programming was carried out using plugs and switches to alter the internal wiring.Software is usually designed and created (aka coded/written/programmed) in integrated development environments (IDE) like Eclipse, IntelliJ and Microsoft Visual Studio that can simplify the process and compile the software (if applicable).System software  which is software for managing computer hardware behaviour, as to provide basic functionalities that are required by users, or for other software to run properly, if at all.",Software,AI
PROJ0xbe7,SGPB,"December,1958",large-cap,Public_sector,,Robert Belton,363.0,-999.0,2725.099109607138,," Although it was programmable, it was not general-purpose, being designed to perform only a single task.g.",Security,Cyber-security
PROJ0x3fb2,,,large-cap,?,,?,,21.331907390082065,4266.381478016412,957.85," The security of ecosystems has attracted greater attention as the impact of ecological damage by humans has grown. These important inventions led to the development of the personal computer (PC) in the 1970s, and the emergence of information and communications technology (ICT).",Software,Cyber-security
PROJ0x4c1e,,,large-cap,Private_sector,,Dale Smith,61302.0,5.819751154012332,-7626.7326903328885,," data-at-rest"".Data transmission has three aspects: transmission, propagation, and reception.",Hardware,Hardware accelerator
PROJ0x3ce9,,,mid-cap,Public_sector,,Michael Duboise,,8.78607215763306,1317.9108236449588,-2869.1284841456127, On a PC one will usually have the ability to change the platform software. Discovering Computers 2000: Concepts for a Connected World.,Software,AI
PROJ0x9c32,YHY,"April,1988",?,,,Grisel Hall,,4.959670743871191,,4277.1328229690935," Learning materials related to Information technology at Wikiversity Media related to Information technology at Wikimedia Commons Quotations related to Information technology at Wikiquote. This article focuses on the most recent period (electronic).Data transmission has three aspects: transmission, propagation, and reception.",Hardware,Gaming hardware
PROJ0x8730,,,?,Private_sector,,?,38399.0,-999.0,-13397.657925087351,352.2," These important inventions led to the development of the personal computer (PC) in the 1970s, and the emergence of information and communications technology (ICT).The terms ""data"" and ""information"" are not synonymous.								The field of information ethics was established by mathematician Norbert Wiener in the 1940s.",Software,IT
PROJ0x72a3,,,?,Public_sector,,Elizabeth Bassett,,10.773906457959132,20091.73838832078,-4121.543738838044,"Companies in the information technology field are often discussed as a group as the ""tech sector"" or the ""tech industry"". During the Second World War, Colossus developed the first electronic digital computer to decrypt German messages.",Hardware,Hardware accelerator
PROJ0x33d7,CSST,,?,?,,?,4719.0,20.556262248860484,2055.6262248860485,482.95,""" Their definition consists of three categories: techniques for processing, the application of statistical and mathematical methods to decision-making, and the simulation of higher-order thinking through computer programs.; Morton, M.",Hardware,Hardware accelerator
PROJ0x27f,ZOJY,"January,1999",mid-cap,Private_sector,Maldives,?,17401.0,12.446788574046321,,3545.7787346099017," There are many different types of application software, because the range of tasks that can be performed with a modern computer is so large—see list of software. IT specialists assume responsibility for selecting hardware and software products appropriate for an organization, integrating those products with organizational needs and infrastructure, and installing, customizing, and maintaining those applications for the organization’s computer users.",Software,AI
PROJ0x3f3d,,,large-cap,Public_sector,,?,837.0,23.00256317780101,3450.3844766701513,900.65," There are many different types of application software, because the range of tasks that can be performed with a modern computer is so large—see list of software. On a PC one will usually have the ability to change the platform software.",Hardware,AI
PROJ0x341b,,,large-cap,Private_sector,,Betty Vanmeter,,?,,7630.3228381266845," Food security is gaining in importance as the world's population has grown and productive land has diminished through overuse and climate change.Devices have been used to aid computation for thousands of years, probably initially in the form of a tally stick.Security theater is a critical term for measures that change perceptions of security without necessarily affecting security itself.",Security,antivirus-security
PROJ0x22d1,ZOW,,?,?,,Herbert Brooks,902.0,31.84714228131897,,-298.23562203183116," Several products or services within an economy are associated with information technology, including computer hardware, software, electronics, semiconductors, internet, telecom equipment, and e-commerce.g.Approaches to security are contested and the subject of debate.",Software,antivirus-security
PROJ0x64cd,EBG,"April,1982",mid-cap,Private_sector,Yugoslavia,?,,11.010162388558733,-11210.85205459458,1823.1358499747912," Information Technology – A Luddite Analysis. For example, in debate about national security strategies, some argue that security depends principally on developing protective and coercive capabilities in order to protect the security referent in a hostile environment (and potentially to project that power into its environment, and dominate it to the point of strategic supremacy).g.",Software,Cyber-security
PROJ0x7b06,MLX,,small-cap,Public_sector,,?,,6.623840617383361,-39010.94777518042,1243.85," All databases are common in one point that the structure of the data they contain is defined and stored separately from the data itself, in a database schema. In the embedded system context there is sometimes no clear distinction between the system software and the application software. High-level languages are translated into machine language using a compiler or an interpreter or a combination of the two.",Software,IT
PROJ0x7ac1,,,mid-cap,Public_sector,,Gwendolyn Lotton,1645.0,13.939031728185096,1393.9031728185096,2638.103622382286, (1986). Data warehouses began to be developed in the 1980s to integrate these disparate stores.,Security,Cyber-security
PROJ0x1311,,,small-cap,Private_sector,,?,,16.223296925100545,405.58242312751366,-1293.2893014421609,"The relational database model introduced a programming-language independent Structured Query Language (SQL), based on relational algebra. Comparable geared devices did not emerge in Europe until the 16th century, and it was not until 1645 that the first mechanical calculator capable of performing the four basic arithmetical operations was developed.  Computer science (CS) programs tend to focus more on theory and design, whereas Information Technology programs are structured to equip the graduate with expertise in the practical application of technology solutions to support modern business and user needs.",Hardware,Hardware accelerator
PROJ0x8eba,,,large-cap,Private_sector,,?,,?,,292.1," Once the software has loaded, the computer is able to execute the software. Applications are usually independent programs from the operating system, though they are often tailored for specific platforms. Thus an ordinary programmer would not expect to ever have to deal with it.",Software,AI
PROJ0x731b,CYI,,large-cap,Private_sector,,?,,32.280856477947175,6044.339508552585,989.7,"  Modern businesses rely heavily on technology for their day-to-day operations, so the expenses delegated to cover technology that facilitates business in a more efficient manner is usually seen as “just the cost of doing business”.  It is also worth noting that from a business perspective, Information Technology departments are a “cost center” the majority of the time. To address that issue, the field of data mining – ""the process of discovering interesting patterns and knowledge from large amounts of data"" – emerged in the late 1980s.",Hardware,Hardware accelerator
PROJ0x4e1,CCN,"November,1953",?,Private_sector,,?,4692.0,11.829968238116155,9050.155836626049,, (1986). This article focuses on the most recent period (electronic).,Hardware,Gaming hardware
PROJ0x915d,,,?,Private_sector,,Vicki Lempke,,?,1617.2624860321707,5718.240861989372,"  In fact, they often times have the same foundational level courses. The first commercially available stored-program computer, the Ferranti Mark I, contained 4050 valves and had a power consumption of 25 kilowatts."" Their definition consists of three categories: techniques for processing, the application of statistical and mathematical methods to decision-making, and the simulation of higher-order thinking through computer programs.",Software,Hardware accelerator
PROJ0x732b,,,large-cap,,,?,20618.0,16.899227128559893,,385.6," As an evolution of the Standard Generalized Markup Language (SGML), XML's text-based structure offers the advantage of being both machine and human-readable.Software patents, like other types of patents, are theoretically supposed to give an inventor an exclusive, time-limited license for a detailed idea (e.",Software,AI
PROJ0x6f9a,,"May,1989",large-cap,,,?,,-999.0,,663.2," Information Technology – A Luddite Analysis. An IDE can make it easier to do specific tasks, such as searching in files in a particular project.",Hardware,AI
PROJ0x4493,,,?,?,,?,36589.0,?,3571.996694034923,-1012.4422027529632," food security); as resilience against potential damage or harm (e.Based on the storage and processing technologies employed, it is possible to distinguish four distinct phases of IT development: pre-mechanical (3000 BC – 1450 AD), mechanical (1450–1840), electromechanical (1840–1940), and electronic (1940–present). IT specialists assume responsibility for selecting hardware and software products appropriate for an organization, integrating those products with organizational needs and infrastructure, and installing, customizing, and maintaining those applications for the organization’s computer users.",Software,Cyber-security
PROJ0x26fd,,,mid-cap,?,,?,,?,845.2082888855017,-112.75491157672035,""" Their definition consists of three categories: techniques for processing, the application of statistical and mathematical methods to decision-making, and the simulation of higher-order thinking through computer programs.Devices have been used to aid computation for thousands of years, probably initially in the form of a tally stick.Software release life cycleIndependent software vendorOutline of softwareSoftware asset managementOpen-source softwareEvans, Claire L.",Software,IT
PROJ0x8e0b,,,large-cap,,,?,,25.031395182320644,5006.279036464129,-2611.70508677246,"Server software, including:Web applications, which usually run on the web server and output dynamically generated web pages to web browsers, using e.e.Other well-known large software companies include Google, IBM, TCS, Infosys, Wipro, HCL Technologies, Oracle, Novell, SAP, Symantec, Adobe Systems, Sidetrade and Corel, while small companies often provide innovation.",Software,AI
PROJ0x2120,,"December,1963",large-cap,?,,?,,30.01729877775089,3001.7298777750893,-3056.449384372248,"In recent years, the extensible markup language (XML) has become a popular format for data representation.3 years. (1981), Introduction to Computer Data Processing, Holt-Saunders International Editions, ISBN 978-4-8337-0012-2Shelly, Gary, Cashman, Thomas, Vermaat, Misty, and Walker, Tim.",Hardware,Hardware accelerator
PROJ0x2608,,,large-cap,?,,?,47441.0,13.114829820417356,1967.2244730626035,842.75,"Utilities  which are computer programs designed to assist users in the maintenance and care of their computers.Microcode is a special, relatively obscure type of embedded software which tells the processor itself how to execute machine code, so it is actually a lower level than machine code.",Software,AI
PROJ0x985e,,,?,?,,?,,31.23531264892319,,683.15,"Corporate security refers to the resilience of corporations against espionage, theft, damage, and other threats. In 1981, the first commercially available relational database management system (RDBMS) was released by Oracle.S.",Security,antivirus-security
PROJ0x285,,,?,Private_sector,,?,,?,24565.493209342672,-6284.7252377934265,"  Government and the private sector might have different funding mechanisms, but the principles are more-or-less the same.  IT departments are allocated funds by senior leadership and must attempt to achieve the desired deliverables while staying within that budget.",Software,Hardware accelerator
PROJ0x17e2,,"August,1975",large-cap,Public_sector,,?,526.0,22.673971726993823,,," Most digital data today is still stored magnetically on hard disks, or optically on media such as CD-ROMs.Desktop applications such as web browsers and Microsoft Office, as well as smartphone and tablet applications (called ""apps"").Software patents are controversial in the software industry with many people holding different views about them.",Software,IT
PROJ0x63cd,,,?,Private_sector,United States,?,36926.0,12.532575688019113,20812.634936083385,1477.65," Most of the world's digital data is unstructured, and stored in a variety of different physical formats even within a single organization.g.PeaceSafetySecurity increaseSecurity riskSecurity convergence Media related to Security at Wikimedia Commons.",Software,antivirus-security
PROJ0x5b01,,"January,2014",?,Public_sector,,?,,2.347157894459622,-8968.938708399499,549.85," It has been estimated that the worldwide capacity to store information on electronic devices grew from less than 3 exabytes in 1986 to 295 exabytes in 2007, doubling roughly every 3 years. Information services Information services is a term somewhat loosely applied to a variety of IT-related services offered by commercial companies, as well as data brokers.  A cost center is a department or staff which incurs expenses, or “costs”, within a company rather than generating profits or revenue streams.",Hardware,Gaming hardware
PROJ0x40ee,,,large-cap,Public_sector,,?,66951.0,?,,8138.584849874858," To address that issue, the field of data mining – ""the process of discovering interesting patterns and knowledge from large amounts of data"" – emerged in the late 1980s.3 years.",Software,Hardware accelerator
PROJ0x46a7,CEYG,"May,1978",large-cap,Private_sector,Cook Islands,?,,-999.0,3905.0241859060966,," New York: Pantheon Books. Several products or services within an economy are associated with information technology, including computer hardware, software, electronics, semiconductors, internet, telecom equipment, and e-commerce.The terms ""data"" and ""information"" are not synonymous.",Security,antivirus-security
PROJ0x838d,,,large-cap,?,,?,28828.0,36.866052179022475,,1630.4129600665635," An IDE can make it easier to do specific tasks, such as searching in files in a particular project. So software patents are supposed to cover the middle area, between requirements and concrete implementation. In computer science and software engineering, computer software is all information processed by computer systems, including programs and data.",Hardware,AI
PROJ0x2a71,,,mid-cap,Public_sector,,?,17618.0,-999.0,-6648.055510574699,9035.848288755597," Cambridge, Massachusetts: Course Technology. Companies have also sought to integrate IT with business outcomes and decision-making through a BizOps or business operations department.",Hardware,Gaming hardware
PROJ0x5f2d,LQEY,,mid-cap,Public_sector,Bosnia And Herzegowina,Betty Mintz,31940.0,40.747936808453346,,-824.5998587061692," Whisler commented that ""the new technology does not yet have a single established name. Most of the world's digital data is unstructured, and stored in a variety of different physical formats even within a single organization.",Hardware,Gaming hardware
PROJ0x191d,,,small-cap,?,,?,,2.7679270645897267,-7549.612309169865,875.1,"Massive amounts of data are stored worldwide every day, but unless it can be analyzed and presented effectively it essentially resides in what have been called data tombs: ""data archives that are seldom visited"".g.",Hardware,AI
PROJ0xfd6,,"June,2011",small-cap,Private_sector,,?,14594.0,10.08491290268717,252.1228225671793,644.85,"S. It has been estimated that the worldwide capacity to store information on electronic devices grew from less than 3 exabytes in 1986 to 295 exabytes in 2007, doubling roughly every 3 years.",Software,Hardware accelerator
PROJ0x15a4,,,large-cap,?,,?,,56.4724211255175,5647.242112551749,572.55,".The terms ""data"" and ""information"" are not synonymous.",Software,Cyber-security
PROJ0x241,,,?,Private_sector,,Christine Richards,23159.0,?,15300.649046176282,,"  These titles can be misleading at times and should not be mistaken for “tech companies”; which are generally large scale, for-profit corporations that sell consumer technology and software. (1981), Introduction to Computer Data Processing, Holt-Saunders International Editions, ISBN 978-4-8337-0012-2Shelly, Gary, Cashman, Thomas, Vermaat, Misty, and Walker, Tim. IT is considered to be a subset of information and communications technology (ICT).",Software,Hardware accelerator
PROJ0x1121,,,?,Private_sector,,?,2669.0,22.778672685076533,,," Leavitt and Thomas L.  In fact, they often times have the same foundational level courses. By comparison, the first transistorized computer developed at the University of Manchester and operational by November 1953, consumed only 150 watts in its final version.",Hardware,Hardware accelerator
PROJ0x70b3,,,?,?,,Linda Boers,,36.91296295082713,,309.1694173782148," Electronic data storage, which is used in modern computers, dates from World War II, when a form of delay line memory was developed to remove the clutter from radar signals, the first practical application of which was the mercury delay line. An early such system was IBM's Information Management System (IMS), which is still widely deployed more than 50 years later.",Hardware,Gaming hardware
PROJ0xa1c,,,?,Private_sector,,?,11418.0,14.997916021303347,21048.69958491485,373.5,"Webster, Frank, and Robins, Kevin. (1994), Information Technology and the Corporation of the 1990s, Oxford University PressGitta, Cosmas and South, David (2011).",Hardware,Hardware accelerator
PROJ0x87a3,NEBF,,?,?,,?,41633.0,?,3131.7112267386387,," When a program is designed, it relies upon the API. Most digital data today is still stored magnetically on hard disks, or optically on media such as CD-ROMs.",Software,AI
PROJ0x3b9,,,?,?,Slovakia,Eric Harne,,22.200489808162466,2220.048980816246,,"Software is usually designed and created (aka coded/written/programmed) in integrated development environments (IDE) like Eclipse, IntelliJ and Microsoft Visual Studio that can simplify the process and compile the software (if applicable). Companies like Oracle and Microsoft provide their own APIs so that many applications are written using their software libraries that usually have numerous APIs in them.",Hardware,AI
PROJ0x5c65,GNY,,?,Public_sector,,?,,-999.0,,661.65,"The security context is the relationships between a security referent and its environment.In a business context, the Information Technology Association of America has defined information technology as ""the study, design, development, application, implementation, support or management of computer-based information systems"". In 1981, the first commercially available relational database management system (RDBMS) was released by Oracle.",Security,Cyber-security
PROJ0x659f,,,mid-cap,?,,?,,31.209491933588534,40226.69064507233,-7403.974173753041," During the Second World War, Colossus developed the first electronic digital computer to decrypt German messages.Humans have been storing, retrieving, manipulating, and communicating information since the Sumerians in Mesopotamia developed writing in about 3000 BC. Electronic data storage, which is used in modern computers, dates from World War II, when a form of delay line memory was developed to remove the clutter from radar signals, the first practical application of which was the mercury delay line.",Software,antivirus-security
PROJ0x9a27,ODUE,,?,?,,?,30011.0,-999.0,15383.163270229763,596.95,"Massive amounts of data are stored worldwide every day, but unless it can be analyzed and presented effectively it essentially resides in what have been called data tombs: ""data archives that are seldom visited"". ISSN 2222-9280Gleick, James (2011). Morton, eds.",Software,antivirus-security
PROJ0x2727,,,mid-cap,Public_sector,Bouvet Island,?,,34.36652270637698,859.1630676594244,1385.9031372217362,"Based on the storage and processing technologies employed, it is possible to distinguish four distinct phases of IT development: pre-mechanical (3000 BC – 1450 AD), mechanical (1450–1840), electromechanical (1840–1940), and electronic (1940–present). Although it was programmable, it was not general-purpose, being designed to perform only a single task.",Software,Hardware accelerator
PROJ0x2377,,"June,2006",large-cap,Public_sector,,?,1934.0,?,17439.33620281936,468.43936146418616,  IT departments are allocated funds by senior leadership and must attempt to achieve the desired deliverables while staying within that budget. Information Technology – A Luddite Analysis.,Software,antivirus-security
PROJ0x5828,,"November,2010",?,?,,Natasha Greene,,4.684238447762971,117.10596119407428,-1401.0510773108635,"Other well-known large software companies include Google, IBM, TCS, Infosys, Wipro, HCL Technologies, Oracle, Novell, SAP, Symantec, Adobe Systems, Sidetrade and Corel, while small companies often provide innovation. IT specialists assume responsibility for selecting hardware and software products appropriate for an organization, integrating those products with organizational needs and infrastructure, and installing, customizing, and maintaining those applications for the organization’s computer users.Application software  Application software or Applications are what most people think of when they think of software.",Hardware,AI
PROJ0x806c,,,large-cap,?,,?,,?,9755.741563495749,3733.435327003179,"Early electronic computers such as Colossus made use of punched tape, a long strip of paper on which data was represented by a series of holes, a technology now obsolete. IT is considered to be a subset of information and communications technology (ICT). (1999).",Hardware,Hardware accelerator
PROJ0x30ab,,,?,Public_sector,Latvia,Noble Ratliff,,16.88980992785273,,228.65," The electromechanical Zuse Z3, completed in 1941, was the world's first programmable computer, and by modern standards one of the first machines that could be considered a complete computing machine.								The field of information ethics was established by mathematician Norbert Wiener in the 1940s. People who use modern general purpose computers (as opposed to embedded systems, analog computers and supercomputers) usually see three layers of software performing a variety of tasks: platform, application, and user software.",Software,AI
PROJ0x1a14,,,mid-cap,?,,?,,5.18243922448439,,915.55," In 1981, the first commercially available relational database management system (RDBMS) was released by Oracle. For example, visual signs of security protections, such as a home that advertises its alarm system, may deter an intruder, whether or not the system functions properly.Companies in the information technology field are often discussed as a group as the ""tech sector"" or the ""tech industry"".",Security,Cyber-security
PROJ0x1bc3,,,?,Private_sector,,?,,16.21817424801085,,-6410.72895584352," Whisler commented that ""the new technology does not yet have a single established name. It can be broadly categorized as broadcasting, in which information is transmitted unidirectionally downstream, or telecommunications, with bidirectional upstream and downstream channels.",Hardware,Hardware accelerator
PROJ0x5e83,,"November,2002",?,Private_sector,,?,,9.40109611572194,940.109611572194,162.45," Leavitt and Thomas L. The responsibilities of those working in the field include network administration, software development and installation, and the planning and management of an organization's technology life cycle, by which hardware and software are maintained, upgraded and replaced.",Hardware,Gaming hardware
PROJ0x46cf,PQL,,small-cap,Public_sector,,?,,?,,699.2," The electromechanical Zuse Z3, completed in 1941, was the world's first programmable computer, and by modern standards one of the first machines that could be considered a complete computing machine.Resilience - the degree to which a person, community, nation or system is able to resist adverse external forces. Southern Innovator Magazine Issue 1: Mobile Phones and Information Technology: United Nations Office for South-South Cooperation.",Security,antivirus-security
PROJ0x2ca0,,,large-cap,Public_sector,,?,3644.0,-999.0,19898.64059478053,816.35," Even email filters are a kind of user software. The earliest known publication of the term ""software"" in an engineering context was in August 1953 by Richard R.",Software,AI
PROJ0x6cb8,,,small-cap,?,,?,47510.0,-999.0,229.6889612120844,505.35,"This eventually led to the creation of the academic fields of computer science and software engineering; Both fields study software and its creation.Webster, Frank, and Robins, Kevin.Information technology (IT) is the use of computers to store or retrieve data and information.",Software,AI
PROJ0x62b2,,,mid-cap,?,,?,18547.0,-999.0,,3438.9082556025646,"  Computer science (CS) programs tend to focus more on theory and design, whereas Information Technology programs are structured to equip the graduate with expertise in the practical application of technology solutions to support modern business and user needs.g. Southern Innovator Magazine Issue 1: Mobile Phones and Information Technology: United Nations Office for South-South Cooperation.",Security,antivirus-security
PROJ0x53b8,,,?,,,Jennifer Ellis,29097.0,-999.0,21440.342424506292,366.8,"In a business context, the Information Technology Association of America has defined information technology as ""the study, design, development, application, implementation, support or management of computer-based information systems"".Hilbert and Lopez identify the exponential pace of technological change (a kind of Moore's law): machines' application-specific capacity to compute information per capita roughly doubled every 14 months between 1986 and 2007; the per capita capacity of the world's general-purpose computers doubled every 18 months during the same two decades; the global telecommunication capacity per capita doubled every 34 months; the world's storage capacity per capita required roughly 40 months to double (every 3 years); and per capita broadcast information has doubled every 12. Norwood, NJ: Ablex.",Hardware,Gaming hardware
PROJ0x43d4,,,?,Public_sector,,?,,41.617545716999174,-349.05573672900215,3987.084950509393,"g.. It is derived from Latin securus, meaning freedom from anxiety: se (without) + cura (care, anxiety).",Security,Cyber-security
PROJ0x629c,,"November,1998",?,Private_sector,Lesotho,?,,33.41825346544753,3341.825346544753,261.05," Some of the ethical issues associated with the use of information technology include:Breaches of copyright by those downloading files stored without the permission of the copyright holdersEmployers monitoring their employees' emails and other Internet usageUnsolicited emailsHackers accessing online databasesWeb sites installing cookies or spyware to monitor a user's online activities, which may be used by data brokersAllen, T. This is in contrast to physical hardware, from which the system is built and actually performs the work.",Hardware,AI
PROJ0x488,,,small-cap,?,American Samoa,?,15491.0,16.817273134433005,-18438.40499517109,1026.35," Although XML data can be stored in normal file systems, it is commonly held in relational databases to take advantage of their ""robust implementation verified by years of both theoretical and practical effort""..",Software,Cyber-security
PROJ0x7d84,,,?,Public_sector,,Andy Wolfrum,13535.0,-999.0,8144.706865534164,571.6,"  In fact, they often times have the same foundational level courses. The responsibilities of those working in the field include network administration, software development and installation, and the planning and management of an organization's technology life cycle, by which hardware and software are maintained, upgraded and replaced.g.",Software,Cyber-security
