ID,Symbol,Start_date,market_cap,Sector,Country,CEO,No.of employee,Revenue (Cr),Net-valuation (Cr),Share_price (RS),Company_background,Type,Product
PROJ0x837e,,,?,?,,?,,1.3278461949259817,,163.6," The term may refer to a range of human activity, from handicraft to high-tech, but it is most commonly applied to industrial design, in which raw materials from the primary sector are transformed into finished goods on a large scale.2 million – one in six U. Such goods may be sold to other manufacturers for the production of other more complex products (such as aircraft, household appliances, furniture, sports equipment or automobiles), or distributed via the tertiary industry to end users and consumers (usually through wholesalers, who in turn sell to retailers, who then sell them to individual customers).",Mechanical,Wiring tools
PROJ0x442c,,"March,1998",?,Private_sector,,?,,-999.0,101.74782300513915,18.45," Cambridge, Massachusetts: Course Technology.) are similar to other computer science degrees. These important inventions led to the development of the personal computer (PC) in the 1970s, and the emergence of information and communications technology (ICT).",Production,Gaming hardware
PROJ0x7358,,,?,Public_sector,,?,,1.0926856131457,163.90284197185497,41.65," Examples in Europe include Volkswagen Group, Siemens, BASF and Michelin. When trying to answer such difficult questions pertaining to the definition of justice, Plato identifies that we should not ""introduce every form of difference and sameness in nature"" instead we must focus on ""the one form of sameness and difference that was relevant to the particular ways of life themselves” which is the form of the Good.",Food,Organicfood
PROJ0x817f,,"July,2006",?,?,,Julie Vera,20952.0,2.5628986665082576,512.5797333016516,66.95,"S. economy, research shows that it performs poorly compared to manufacturing in other high-wage countries. A total of 3.",Food,Organicfood
PROJ0x893e,JXP,"January,1951",small-cap,Private_sector,,?,5480.0,1.6433844391843313,410.8461097960828,," These costs are now well known and there is effort to address them by improving efficiency, reducing waste, using industrial symbiosis, and eliminating harmful chemicals.The mechanized assembly line was introduced to assemble parts in a repeatable fashion, with individual workers performing specific steps during the process.",Toys,Kids toys
PROJ0x12ba,,"July,1991",small-cap,Private_sector,,?,64040.0,-999.0,25.13486548022087,," While care is privatized, it is closely regulated by the state through fixed procedure pricing. In vitro diagnostics have three risk classifications. A guidance document for device classification is published by Health Canada.",Production,Medical devices
PROJ0x4627,KYM,,small-cap,?,,?,8373.0,0.5466007096409037,163.9802128922711,-3258.273631344645,The negative costs of manufacturing can also be addressed legally..Surveys and analyses of trends and issues in manufacturing and investment around the world focus on such things as:The nature and sources of the considerable variations that occur cross-nationally in levels of manufacturing and wider industrial-economic growth;Competitiveness; andAttractiveness to foreign direct investors.,Toys,Kids toys
PROJ0x8cc9,TCJ,,?,Private_sector,,Jessie Meredith,17739.0,?,31725.49475236636,39.95," Some industries, such as semiconductor and steel manufacturers, use the term fabrication instead.2 million – one in six U. This led to significant increases in efficiency, lowering the cost of the end process.",Mechanical,Kids toys
PROJ0x2724,VCIJ,,?,,,Sara Scott,24274.0,?,,9895.936099346278,"Manufacturing is the production of goods through the use of labor, machines, tools, and chemical or biological processing or formulation. Further, while U.",Toys,Kids toys
PROJ0xfdf,,,?,?,,Janet Rutledge,,0.7651731238271035,,29.1," manufacturing performs well compared to the rest of the U. The term may refer to a range of human activity, from handicraft to high-tech, but it is most commonly applied to industrial design, in which raw materials from the primary sector are transformed into finished goods on a large scale.",Food,Organicfood
PROJ0x9a13,FLZ,"March,1960",?,Public_sector,,?,,0.43579144455798857,,88.75, A total of 3.S.These are the top 50 countries by total value of manufacturing output in US dollars for its noted year according to World Bank.,Toys,Kids toys
PROJ0x4c59,,"December,1980",small-cap,?,,Monique Brown,,2.594072076344092,20163.05700823433,, has outsourced too much in some areas and can no longer rely on the financial sector and consumer spending to drive demand. It is the essence of secondary sector of the economy. Developed countries regulate manufacturing activity with labor laws and environmental laws.,Mechanical,Wiring tools
PROJ0x6b59,,,?,?,,?,,?,239.38460817851882,75.65," In these settings, well-intentioned equipment donation from high- to low-resource settings is a frequently used strategy to address this through individuals, organisations, manufacturers and charities. The place of delivery may be in the home, the community, the workplace, or in health facilities.In the UK, for example, the Medicines and Healthcare products Regulatory Agency (MHRA) acted as a CA.",Production,Medical devices
PROJ0x1d20,,,large-cap,?,,Lisa Valdovinos,16331.0,7.635060368230642,,-8555.034034829394,"""Manufactures"" . Wilson, Jeremy Griffith, David Sloan Wilson and Frans de Waal) as an important question to be addressed by the field of biology.",Food,Fastfood
PROJ0x4800,,,small-cap,Private_sector,,?,,2.2827431791621677,570.685794790542,2854.4720962432507," Such goods may be sold to other manufacturers for the production of other more complex products (such as aircraft, household appliances, furniture, sports equipment or automobiles), or distributed via the tertiary industry to end users and consumers (usually through wholesalers, who in turn sell to retailers, who then sell them to individual customers). In much of the pre-industrial world, the guild system protected the privileges and trade secrets of urban artisans.Manufacturing began in the 19th century.",Toys,Kids toys
PROJ0xc76,,,small-cap,Private_sector,,?,,1.6678798486570725,,96.65," Aristotle argues that Plato's Form of the Good does not apply to the physical world, for Plato does not assign ""goodness"" to anything in the existing world. Labor unions and craft guilds have played a historic role in the negotiation of worker rights and wages. Through the conversation between Socrates and Glaucon (508a–c) Plato analogizes the form of the Good with the sun as it is what allows us to see things.",Food,Beverage
PROJ0x753a,,,small-cap,?,Switzerland,?,,5.404143822847106,,1575.3393803944953," The manufacturing process begins with the product design, and materials specification from which the product is made. Across the globe, manufacturers can be subject to regulations and pollution taxes to offset the environmental costs of manufacturing activities. Training was by apprenticeship.",Mechanical,Kids toys
PROJ0x3402,,,?,Private_sector,,?,25823.0,1.0389319046212286,103.89319046212285,-5214.44197922704,"Many medieval Christian theologians both broadened and narrowed the basic concept of Good and evil until it came to have several, sometimes complex definitions such as: a personal preference or subjective judgment regarding any issue which might be earn praise or punishment from the religious authoritiesreligious obligation arising from Divine law leading to sainthood or damnation. economy, research shows that it performs poorly compared to manufacturing in other high-wage countries.",Food,Organicfood
PROJ0x36a9,,"November,1970",small-cap,Public_sector,,?,51223.0,1.2020228408107214,240.40456816214424,, Training was by apprenticeship.The factory system was first adopted in Britain at the beginning of the Industrial Revolution in the late 18th century and later spread around the world.Manufacturing in the Soviet Union was based on collectivism.,Mechanical,Kids toys
PROJ0x81bf,,,small-cap,?,,Renee Miller,,?,,108.15, Manufacturing provides important material support for national infrastructure and for national defense. Tort law and product liability impose additional costs on manufacturing.,Mechanical,Wiring tools
PROJ0x16e0,,,small-cap,Public_sector,,?,,-999.0,404.37736065701375,87.55,"Marcopolo owns 19% of New Flyer Industries. The automotive industry does not include industries dedicated to the maintenance of automobiles following delivery to the end-user, such as automobile repair shops and motor fuel filling stations.Paccar has a 19% stake in Tatra.",Production,Bike
PROJ0x6c0a,,"January,1979",small-cap,?,,Andrea Slater,,?,122.60659475428785,184.75," In the UK, EEF the manufacturers organisation has led calls for the UK economy to be rebalanced to rely less on financial services and has actively promoted the manufacturing agenda. Prentice Hall. manufacturing performs well compared to the rest of the U.",Mechanical,Wiring tools
PROJ0x8f01,NUQ,"June,1953",small-cap,?,,Joshua Neal,,2.934811598063914,,101.5, Training was by apprenticeship. Training was by apprenticeship.,Mechanical,Kids toys
PROJ0xa05,XJJ,,mid-cap,?,,?,,?,,178.55," 1905. Hazardous materials may expose workers to health risks. Manufacturing, Engineering & Technology.",Mechanical,Kids toys
PROJ0x126b,,,?,?,,Jake Lauderdale,34559.0,1.9377291468356477,-28292.327738399712,8670.501505517033," The study determined that most high-risk medical devices are not tested and analyzed to ensure that they are safe and effective for all major demographic groups, particularly racial and ethnic minorities and people over 65.The system sees all healthcare services— which are provided and financed solely by the government. These systems finance and organize the services delivered by providers.",Production,Medical devices
PROJ0x1334,,,?,Private_sector,,?,,1.301758571716232,325.439642929058,30.15," The system is the guiding basis of the modern British healthcare model enacted post-World War II. The study determined that most high-risk medical devices are not tested and analyzed to ensure that they are safe and effective for all major demographic groups, particularly racial and ethnic minorities and people over 65.4 percent with the United States (13.",Production,Medical devices
PROJ0x186c,URM,"February,2000",?,?,,Patrick Short,,-999.0,,85.35," These materials are then modified through manufacturing processes to become the required part.Manufacturing has unique health and safety challenges and has been recognized by the National Institute for Occupational Safety and Health (NIOSH) as a priority industry sector in the National Occupational Research Agenda (NORA) to identify and provide intervention strategies regarding occupational health and safety issues. Across the globe, manufacturers can be subject to regulations and pollution taxes to offset the environmental costs of manufacturing activities.",Toys,Kids toys
PROJ0x4de8,DZIR,,?,Public_sector,,?,4039.0,?,,54.05," In the United States it wasn't until the Federal Food, Drug, and Cosmetic Act (FD&C Act) in 1938 that medical devices were regulated. Rest of the world For the remaining regions in the world the risk classifications are generally similar to the United States, European Union, and Japan or are a variant combining two or more of the three countries' risk classifications.",Production,Medical devices
PROJ0x3707,,,?,?,Sweden,?,,1.6549939260938271,,4259.83617149052," The term may refer to a range of human activity, from handicraft to high-tech, but it is most commonly applied to industrial design, in which raw materials from the primary sector are transformed into finished goods on a large scale.How Everyday Things Are Made: video presentationsGrant Thornton IBR 2008 Manufacturing industry focusEEF, the manufacturers' organisation – industry group representing uk manufacturers Enabling the Digital Thread for Smart ManufacturingEvidences of Metal Manufacturing HistoryManufacturing Sector of the National Occupational Research Agenda, USA, 2018.",Toys,Kids toys
PROJ0x8bb,KLD,,?,Private_sector,Qatar,Aleta Harris,36966.0,9.897785597681331,16263.727188130377,263.95,"  The Porsche automotive business is fully owned by the Volkswagen Group. LCV dealers are increasingly using the Internet to help sell their vehicles in addition to the traditional print media.Nissan owns 34% of Mitsubishi Motors since October 2016, thus having the right to nominate the chairman of Mitsubishi Motors' board and a third of its directors.",Production,Bike
PROJ0x1486,,,small-cap,Private_sector,,Francis Diego,57824.0,-999.0,365.38219713056037,147.55," After 1945, the U.Changan Automobile and Ford have a 50-50% joint venture called Changan Ford.",Production,Bike
PROJ0xe51,,"July,2004",small-cap,,,Calvin Dowell,5329.0,-999.0,125.76463676164431,51.85," ASTM F3172: Standard Guide for Validating Cleaning Processes Used During the Manufacture of Medical DevicesIn addition, the cleanliness of re-usable devices has led to a series of standards, including:ASTM E2314: Standard Test Method for Determination of Effectiveness of Cleaning Processes for Reusable Medical Instruments Using a Microbiologic Method (Simulated Use Test)""ASTM D7225: Standard Guide for Blood Cleaning Efficiency of Detergents and Washer-DisinfectorsASTM F3208: Standard Guide for Selecting Test Soils for Validation of Cleaning Methods for Reusable Medical DevicesThe ASTM F04.The government does not ensure all-inclusive health care to every one of its natives, yet certain freely supported health care programs help to accommodate a portion of the elderly, crippled, and poor people and elected law guarantees community to crisis benefits paying little respect to capacity to pay. Medical devices that pertain to class I (on condition they do not require sterilization or do not measure a function) can be marketed purely by self-certification.",Production,Medical devices
PROJ0x551a,IVS,,small-cap,Private_sector,,Gina Lane,,-999.0,159.35157806247489,97.5,"With the rise of smartphone usage in the medical space, in 2013, the FDA issued to regulate mobile medical applications and protect users from their unintended use, soon followed by European and other regulatory agencies. The CA in one Member State has no jurisdiction in any other member state, but exchanges information and tries to reach common positions.  Over the first twenty-five years of this transformation, government contributions to healthcare expenditures have dropped from 36% to 15%, with the burden of managing this decrease falling largely on patients.",Production,Medical devices
PROJ0x4492,KBOC,,mid-cap,Private_sector,,Eldon Campbell,39236.0,-999.0,-10687.774673179205,-1343.9523191226815,"Life support equipment is used to maintain a patient's bodily function. As this industry expanded, it damaged other industries, especially the manufacturing industry, which closed 75,000 companies and caused the loss of 7 million manufacturing jobs.The future core legal framework consists of two regulations, replacing the previous three directives:The Medical Devices Regulation (MDR (EU) 2017/745)The In Vitro Diagnostic medical devices regulation (IVDR (EU) 2017/746)Article 2, Paragraph 4, of the Pharmaceutical Affairs Law (PAL) defines medical devices as ""instruments and apparatus intended for use in diagnosis, cure or prevention of diseases in humans or other animals; intended to affect the structure or functions of the body of man or other animals.",Production,Medical devices
PROJ0x80bf,,"November,1967",?,?,,Jose Ferguson,,-999.0,219.16107248586,27.8," Further, while U. In cultures with Manichaean and Abrahamic religious influence, evil is usually perceived as the antagonistic opposite of good.Many medieval Christian theologians both broadened and narrowed the basic concept of Good and evil until it came to have several, sometimes complex definitions such as: a personal preference or subjective judgment regarding any issue which might be earn praise or punishment from the religious authoritiesreligious obligation arising from Divine law leading to sainthood or damnation.",Food,Beverage
PROJ0x993b,,"February,1973",small-cap,?,,Carol Sines,,-999.0,,4048.2591677673895," However, the automotive industry is still particularly concerned about product recalls, which cause considerable financial consequences.Nissan owns 34% of Mitsubishi Motors since October 2016, thus having the right to nominate the chairman of Mitsubishi Motors' board and a third of its directors.",Production,Bike
PROJ0x449b,WOC,"August,1971",small-cap,Private_sector,,?,,1.7831717354040442,,17.4," Labor unions and craft guilds have played a historic role in the negotiation of worker rights and wages.In addition to general overviews, researchers have examined the features and factors affecting particular key aspects of manufacturing development. Manufacturing provides important material support for national infrastructure and for national defense.",Toys,Kids toys
PROJ0x79d5,,,?,Public_sector,,Florence Koon,558.0,0.9500281367686882,23.75070341921721,,A 2011 study by Dr. BMET mainly act as an interface between doctor and equipment.,Production,Medical devices
PROJ0x56a9,,,?,,,?,4708.0,-999.0,319.5793854870471,," Increased use of economies of scale, the centralization of factories, and standardization of interchangeable parts were adopted in the American system of manufacturing in the nineteenth century.In addition to general overviews, researchers have examined the features and factors affecting particular key aspects of manufacturing development.",Toys,Kids toys
PROJ0x3407,,"March,1958",small-cap,?,,Elmer Dukes,2753.0,1.4857718887994849,,," Labor unions and craft guilds have played a historic role in the negotiation of worker rights and wages.In the pre-industrial world, most manufacturing occurred in rural areas, where household-based manufacturing served as a supplemental subsistence strategy to agriculture (and continues to do so in places).",Toys,Kids toys
PROJ0x1b57,,"July,2009",small-cap,?,,?,,?,,, Diana Zuckerman published in the peer-reviewed policy journal Milbank Quarterly found that electronic health records and other device software were recalled due to life-threatening flaws. He shared his concerns at the Black Hat security conference. EN ISO 15223-1 defines symbols that can be used to convey important information on packaging and labeling.,Production,Medical devices
PROJ0x22b5,,,large-cap,Private_sector,,Kimberly Hewlett,,8.059778534083174,,94.95," The manufacturing process begins with the product design, and materials specification from which the product is made. Increased use of economies of scale, the centralization of factories, and standardization of interchangeable parts were adopted in the American system of manufacturing in the nineteenth century.",Mechanical,Kids toys
PROJ0x5b2d,,,?,?,,Caryl Chase,,0.34367503132251176,103.10250939675352,91.65," Cambridge, Massachusetts: Course Technology. ISSN 2222-9280Gleick, James (2011)., A.",Production,Gaming hardware
PROJ0xaf6,CIA,"November,1962",small-cap,Private_sector,,?,,7.0014995364296615,,125.4," has outsourced too much in some areas and can no longer rely on the financial sector and consumer spending to drive demand.The mechanized assembly line was introduced to assemble parts in a repeatable fashion, with individual workers performing specific steps during the process.",Mechanical,Wiring tools
PROJ0x4183,JKL,,small-cap,Private_sector,,?,,0.8485370993072548,,61.1," We shall call it information technology (IT).  A cost center is a department or staff which incurs expenses, or “costs”, within a company rather than generating profits or revenue streams. IT specialists assume responsibility for selecting hardware and software products appropriate for an organization, integrating those products with organizational needs and infrastructure, and installing, customizing, and maintaining those applications for the organization’s computer users.",Production,Gaming hardware
PROJ0x4382,OGW,,mid-cap,Private_sector,Cameroon,Roger Bailey,,3.163774735880736,,,"FAW Group has a 50-50 joint venture with Toyota called Sichuan FAW Toyota Motor and both companies also have another joint venture called Ranz . From 1970 (140 models) over 1998 (260 models) to 2012 (684 models), the number of automobile models in the U.",Production,Bike
PROJ0x354,KVE,,small-cap,,Lebanon,?,,1.4057419135284603,-12830.805346962934,-1232.203853404427,These are the top 50 countries by total value of manufacturing output in US dollars for its noted year according to World Bank. pp.,Food,Beverage
PROJ0x81d6,,,small-cap,,,Francisco Fuentes,,1.2508581130119545,125.08581130119543,93.8," As a general rule, as the associated risk of the device increases the amount of testing required to establish safety and efficacy also increases.040. The standard is the basis for regulatory compliance in local markets, and most export markets.",Production,Medical devices
PROJ0x4da4,,,small-cap,?,,?,,?,-26205.935798887334,31.75,". Across the globe, manufacturers can be subject to regulations and pollution taxes to offset the environmental costs of manufacturing activities.Manufacturing engineering, or the manufacturing process, are the steps through which raw materials are transformed into a final product.",Mechanical,Wiring tools
PROJ0xdac,,,?,Public_sector,,Vincent Zuhlke,22214.0,0.3837728105370273,-27448.70634211876,40.7," Leavitt and Thomas L. Several products or services within an economy are associated with information technology, including computer hardware, software, electronics, semiconductors, internet, telecom equipment, and e-commerce. Anything stored is data, but it only becomes information when it is organized and presented meaningfully.",Production,Gaming hardware
PROJ0x7d1c,,,small-cap,?,,Percy Jones,,1.89031408443214,378.062816886428,60.65," The specific meaning and etymology of the term and its associated translations among ancient and contemporary languages show substantial variation in its inflection and meaning depending on circumstances of place, history, religious or philosophical context.As a religious concept, basic ideas of a dichotomy between good and evil has developed so that today:Good is a broad concept but it typically deals with an association with life, charity, continuity, happiness, love and justice.",Food,Beverage
PROJ0x984f,,"May,1985",?,?,,?,1426.0,2.52107332503613,-30101.88177196875,," Developed countries regulate manufacturing activity with labor laws and environmental laws.Manufacturing is the production of goods through the use of labor, machines, tools, and chemical or biological processing or formulation.",Mechanical,Wiring tools
PROJ0xb29,,,?,,,Graciela Graziani,,-999.0,54.66306936443085,413.0391503169201," New International Encyclopedia. In cultures with Buddhist spiritual influence, this antagonistic duality itself must be overcome through achieving Śūnyatā, or emptiness.S.",Food,Organicfood
PROJ0x6458,,,?,Private_sector,,?,11547.0,3.236744550838325,323.6744550838325,6951.390145227456,Manufacturing has unique health and safety challenges and has been recognized by the National Institute for Occupational Safety and Health (NIOSH) as a priority industry sector in the National Occupational Research Agenda (NORA) to identify and provide intervention strategies regarding occupational health and safety issues.. They have compared production and investment in a range of Western and non-Western countries and presented case studies of growth and performance in important individual industries and market-economic sectors.,Mechanical,Kids toys
PROJ0x6004,FDC,,small-cap,Public_sector,,?,,1.7594320734743671,20416.939666594983,159.5,Agile manufacturingFabricationFlexible manufacturingJust-in-time manufacturingLean manufacturingManufacturing engineeringMass customizationMass productionNumerical controlPrefabricationRapid manufacturingReconfigurable manufacturing systemHigh performance positioning systemEmerging technologies have provided some new growth in advanced manufacturing employment opportunities in the Manufacturing Belt in the United States.Morality is regarded by some biologists (notably Edward O.,Food,Fastfood
PROJ0x3364,,,?,?,,?,,0.7901955393535681,50237.90431195255,75.35," Across the globe, manufacturers can be subject to regulations and pollution taxes to offset the environmental costs of manufacturing activities. Further, while U. This led to significant increases in efficiency, lowering the cost of the end process.",Toys,Kids toys
PROJ0x2b66,,,?,Private_sector,,?,33732.0,-999.0,,37.5," It is the essence of secondary sector of the economy.""Manufactures"" .List of manufacturing processesManufacturing Process ManagementManagementList of management topicsTotal quality managementQuality controlSix SigmaList of largest manufacturing companies by revenueIndustrial robotManufacturing engineeringProcess manufacturingManufacturing in the United StatesIndustrial engineeringAdvanced manufacturingMetal fabricationMicrofabricationOptics fabricationSemiconductor device fabricationBiomanufacturingMesoscale ManufacturingCyber manufacturingTaylorism/Scientific managementFordismKalpakjian, Serope; Steven Schmid (August 2005).",Toys,Kids toys
PROJ0x1b81,,"December,1993",?,?,,?,13128.0,?,220.0750509607267,38.5,  Those that cannot afford treatment typically remain sick or die.The structure of healthcare charges can also vary dramatically among countries.,Production,Medical devices
PROJ0xa28,,"January,1989",?,Private_sector,,?,,-999.0,219.70186294348315,," This approach further mitigates risks and increases visibility of quality issues. These packagings should also show harmonised pictograms and EN standardised logos to indicate essential features such as instructions for use, expiry date, manufacturer, sterile, don't reuse, etc. Jay Ronquillo and Dr.",Production,Medical devices
PROJ0x38e7,,,?,Public_sector,,?,,0.5809083988993998,-6987.705146034955,78.5," Comparable geared devices did not emerge in Europe until the 16th century, and it was not until 1645 that the first mechanical calculator capable of performing the four basic arithmetical operations was developed. Electronic data storage, which is used in modern computers, dates from World War II, when a form of delay line memory was developed to remove the clutter from radar signals, the first practical application of which was the mercury delay line. (1999).",Production,Gaming hardware
PROJ0x2540,,,?,?,French Guiana,Peter Burge,,0.8614651518150189,21.536628795375474,-1567.700368587781," It can be broadly categorized as broadcasting, in which information is transmitted unidirectionally downstream, or telecommunications, with bidirectional upstream and downstream channels.Early electronic computers such as Colossus made use of punched tape, a long strip of paper on which data was represented by a series of holes, a technology now obsolete.",Production,Gaming hardware
PROJ0x745b,,"March,1952",?,Private_sector,,?,,-999.0,,1337.521159371958," Further, as associated risk increases the potential benefit to the patient must also increase. Thus, the government provides universal coverage to all citizens.",Production,Medical devices
PROJ0x6f92,QJT,"July,1951",small-cap,,,Clifford Giesen,52037.0,-999.0,,-3798.4871664352795, Developed countries regulate manufacturing activity with labor laws and environmental laws. They have compared production and investment in a range of Western and non-Western countries and presented case studies of growth and performance in important individual industries and market-economic sectors. Tort law and product liability impose additional costs on manufacturing.,Mechanical,Kids toys
PROJ0x4a53,,"November,2008",small-cap,Public_sector,,Lawrence Ferguson,,-999.0,,86.85," It is the essence of secondary sector of the economy. Developed countries regulate manufacturing activity with labor laws and environmental laws. Examples of major manufacturers in North America include General Motors Corporation, General Electric, Procter & Gamble, AbbVie, Unilever, General Dynamics, Boeing, Pfizer, Precision Castparts, and Fiat Chrysler Automobiles.",Mechanical,Kids toys
PROJ0x9ab1,,"July,1966",small-cap,?,,Claire Wooten,26265.0,-999.0,,292.15," However, the automotive industry is still particularly concerned about product recalls, which cause considerable financial consequences.General Motors and UzAvtosanoat have a joint venture called GM Uzbekistan, UzAvtosanoat owns 75% and General Motors owns 25%.Isuzu and General Motors has a 50-50% joint venture called Isuzu Truck South Africa .",Production,Bike
PROJ0x6061,,,small-cap,Public_sector,,Sarah Oneal,,-999.0,15804.769064026956,78.6,"""According to Article 1 of Council Directive 93/42/EEC, ‘medical device’ means any ""instrument, apparatus, appliance, software, material or other article, whether used alone or in combination, including the software intended by its manufacturer to be used specifically for diagnostic and/or therapeutic purposes and necessary for its proper application, intended by the manufacturer to be used for human beings for the purpose of:diagnosis, prevention, monitoring, treatment or alleviation of disease,diagnosis, monitoring, treatment, alleviation of or compensation for an injury or handicap,investigation, replacement or modification of the anatomy or of a physiological process,control of conception,and which does not achieve its principal intended action in or on the human body by pharmacological, immunological or metabolic means, but which may be assisted in its function by such means;"" EU Legal framework Based on the New Approach, rules that relate to safety and performance of medical devices were harmonised in the EU in the 1990s. On May 26, 2017 the Medical Device Regulation (MDR) replaced the MDD. Examples are ultrasound and MRI machines, PET and CT scanners, and x-ray machines.",Production,Medical devices
PROJ0x3722,,,small-cap,Private_sector,,?,,-999.0,,," Examples of Class II devices include acupuncture needles, powered wheelchairs, infusion pumps, air purifiers, surgical drapes, stereotaxic navigation systems, and surgical robots. City: BookBaby. It also includes a contraceptive device but does not include a drug.",Production,Medical devices
PROJ0x83d0,,"November,1975",?,Private_sector,,?,379.0,-999.0,448.528060628246,5216.4991529017025,S. Training was by apprenticeship.,Toys,Kids toys
