ID,Symbol,Start_date,market_cap,Sector,Country,CEO,No.of employee,Revenue (Cr),Net-valuation (Cr),Share_price (RS),Company_background,Type,Product
PROJ0x30d6,,"October,1951",large-cap,?,Indonesia,?,14967.0,?,,," It has a late Mannerist façade and a bell tower designed by Simone Moschino. However, Parma did not see widespread destruction during the war.",Pharma,siddha
PROJ0x95e6,JWK,"May,1966",?,Public_sector,,?,23433.0,20.010031086510587,13697.080352659548,827.95," On 15 September 1859 the dynasty was declared deposed, and Parma entered the newly formed province of Emilia under Luigi Carlo Farini.The Cittadella, a large fortress erected in the 16th century by order of Duke Alessandro Farnese, close to the old walls.3 million community health workers worldwide, making the health care industry one of the largest segments of the workforce.",Pharma,homeopathic
PROJ0x1bbc,,,large-cap,Private_sector,,Frances Zaiser,,14.233466761149876,-9984.705009123216,881.55," It includes the generation and commercialization of goods and services lending themselves to maintaining and re-establishing health. In Canada, for instance, drug prices have been extensively lowered by the Patented Medicine Prices Review Board. They found that scientific evidence supporting “substantial equivalence” to other devices already on the market was required by law to be publicly available, but the information was available for only 16% of the randomly selected implants, and only 10% provided clinical data.",Diagnostic,Medical devices
PROJ0x7cb6,QDE,"February,2001",large-cap,Private_sector,,?,24514.0,17.74896851916805,-7647.165766087524,-4386.84591548356," In 1731, the fifteen-year-old Don Carlos became Charles I Duke of Parma and Piacenza, at the death of his childless great uncle Antonio Farnese. The book looks at the last 30 years and explains how this industry has stolen $21 trillion, through false billings, accounting fraud, kickbacks and restrained trade by using economic duress.",Pharma,siddha
PROJ0x25ea,,,?,,,Marie Smith,,-999.0,,958.15," The book shows that the government has known for some time, has covered up the illegal practices, especially the IRS. It includes the generation and commercialization of goods and services lending themselves to maintaining and re-establishing health.02% growth, while in Italy growth was of +274.",Pharma,siddha
PROJ0x5da3,JSM,"April,1962",small-cap,Private_sector,,Maria Tidwell,,?,,468.8," It replaced Parma F.The Orto Botanico di Parma is a botanical garden maintained by the University of Parma. The war to reduce the barons' power continued for several years: in 1612 Barbara Sanseverino was executed in the central square of Parma, together with six other nobles charged of plotting against the duke.",Pharma,allopathy
PROJ0x4457,UYE,,?,Public_sector,,?,26284.0,14.960708560870485,374.0177140217622,," The cupola is frescoed with an influential masterpiece of the Renaissance:  the Vision of St.Aeroporto Internazionale di Parma, Parma's airport, offers commercial flights to cities in a number of European countries. Several other monuments were also damaged: Palazzo del Giardino, Steccata and San Giovanni churches, Palazzo Ducale, Paganini theater and the monument to Verdi.",Diagnostic,allopathy
PROJ0x2593,,"May,1973",mid-cap,?,,?,,-999.0,-11252.332171447244,-393.00795772824165,"Santa Cristina Palaces Palazzo della Pilotta (1583): it houses the Academy of Fine Arts with artists of the School of Parma, the Palatine Library, the National Gallery, the Archaeological Museum, the Bodoni Museum and the Farnese Theatre. The city lived a period of particular splendour: the Biblioteca Palatina (Palatine Library), the Archaeological Museum, the Picture Gallery and the Botanical Garden were founded, together with the Royal Printing Works directed by Giambattista Bodoni, aided by the Amoretti Brothers as skilled and inspired punchcutters. In Canada, for instance, drug prices have been extensively lowered by the Patented Medicine Prices Review Board.",Diagnostic,allopathy
PROJ0x693a,,,small-cap,,,Mary Smith,6032.0,?,105.2573805451217,2692.8397954212687,"Manufacturing has unique health and safety challenges and has been recognized by the National Institute for Occupational Safety and Health (NIOSH) as a priority industry sector in the National Occupational Research Agenda (NORA) to identify and provide intervention strategies regarding occupational health and safety issues. In the UK, EEF the manufacturers organisation has led calls for the UK economy to be rebalanced to rely less on financial services and has actively promoted the manufacturing agenda.Morality is regarded by some biologists (notably Edward O.",Pharma,Organicfood
PROJ0x7287,YMAU,,?,Public_sector,,?,14368.0,0.2438304888961925,24.38304888961925,,"The food industry is a complex, global network of diverse businesses that supplies most of the food consumed by the world's population.",Pharma,Organicfood
PROJ0x73,,,large-cap,Public_sector,,Daisy Matthai,,-999.0,-11694.559076309482,2265.4466021708013," China has implemented a long-term transformation of its healthcare industry, beginning in the 1980s.2 trillion in 2006.The Cittadella, a large fortress erected in the 16th century by order of Duke Alessandro Farnese, close to the old walls.",Diagnostic,allopathy
PROJ0x5e40,,"July,2011",?,Public_sector,,?,15630.0,-999.0,39.162025308042395,4219.0082780136545,"Other approaches to defining the scope of the healthcare industry tend to adopt a broader definition, also including other key actions related to health, such as education and training of health professionals, regulation and management of health services delivery, provision of traditional and complementary medicines, and administration of health insurance.The city had a medieval Jewish community.",Diagnostic,allopathy
PROJ0x435a,YCU,,large-cap,Public_sector,,?,,36.17674417853607,10853.023253560821,2511.906534065678," The district on the far side of the river is Oltretorrente.During World War II, Parma was a strong centre of partisan resistance.The structure of healthcare charges can also vary dramatically among countries.",Pharma,allopathy
PROJ0x8731,,,?,?,,?,,3.999107811686193,399.9107811686194,28.35," It is ""what gives truth to the things known and the power to know to the knower"". Rawls John Rawls's book A Theory of Justice prioritized social arrangements and goods based on their contribution to justice.",Pharma,Organicfood
PROJ0x23b,,,mid-cap,?,,George Pratt,,-999.0,714.126383659343,," In the UK, EEF the manufacturers organisation has led calls for the UK economy to be rebalanced to rely less on financial services and has actively promoted the manufacturing agenda. This form is the basis for understanding all other forms, it is what allows us to understand everything else.",Pharma,Organicfood
PROJ0x4c78,FIM,,?,Public_sector,,?,26787.0,0.3905144264527575,,40.05,  Silent contemplation was the route to appreciation of the Idea of the Good.Surveys and analyses of trends and issues in manufacturing and investment around the world focus on such things as:The nature and sources of the considerable variations that occur cross-nationally in levels of manufacturing and wider industrial-economic growth;Competitiveness; andAttractiveness to foreign direct investors.S.,Pharma,Organicfood
PROJ0x7459,CCT,,small-cap,?,,Aleida Leon,23790.0,1.2341707951798029,185.12561927697044,45.05," Good is that which should prevail and evil should be defeated. The manufacturing process begins with the product design, and materials specification from which the product is made.",,Organicfood
PROJ0x116a,,"July,1965",large-cap,Private_sector,,?,7474.0,10.008102995474749,,797.45, These systems finance and organize the services delivered by providers. Those without health protection scope are relied upon to pay secretly for therapeutic administrations.,Pharma,allopathy
PROJ0x461e,LOH,,small-cap,?,French Guiana,?,,14.263735158061333,-14445.566840454687,,"09% of the population was Italian. ISBN 978-0-06-076533-0Meidinger, Roy (2015).",Diagnostic,allopathy
PROJ0x8af3,,,large-cap,Public_sector,,?,,13.808602339954096,,," Consuming over 10 percent of gross domestic product (GDP) of most developed nations, health care can form an enormous part of a country's economy. The ""terramare"" (marl earth) were ancient villages built of wood on piles according to a defined scheme and squared form; constructed on dry land and generally in proximity to the rivers. Parma became a modern state with the energetic action of prime minister Guillaume du Tillot.",Pharma,siddha
PROJ0x1e91,NBH,"February,1994",mid-cap,?,,?,,3.6015008295598636,13330.96135406608,120.35," These packagings should also show harmonised pictograms and EN standardised logos to indicate essential features such as instructions for use, expiry date, manufacturer, sterile, don't reuse, etc. US health care expenditures totaled US$2.",Diagnostic,Medical devices
PROJ0x7422,,,?,Public_sector,,?,,9.383607322115527,234.59018305288825,-1835.1515753393664," However, with modern telecommunications technology, in absentia health care or Tele-Health is becoming more common.2 trillion in 2006. On 15 September 1859 the dynasty was declared deposed, and Parma entered the newly formed province of Emilia under Luigi Carlo Farini.",Pharma,homeopathic
PROJ0x85ac,,,mid-cap,Private_sector,,?,,7.8121222171663,,742.85,"2 million physicians, 19. 400 Medical products are produced at the C and D risk class with all of them licensed by the Iranian Health Ministry in terms of safety and performance based on EU-standards.",Diagnostic,Medical devices
PROJ0x46c2,NDK,,?,?,,?,,33.96098240176709,,870.7," It started to recover its role of industrial prominence after the railway connection with Piacenza and Bologna of 1859, and with Fornovo and Suzzara in 1883.Ospedale Vecchio (""Old Hospital""), created in 1250 and later renovated in Renaissance times.",Diagnostic,allopathy
PROJ0x6bbd,,"December,1976",large-cap,?,,?,,9.9210282629202,32806.48861953307,562.65,"2 million physicians, 19.In 2004 Parma was appointed the seat of the European Food Safety Authority (EFSA) and was appointed to the Creative Cities Network as UNESCO City of Gastronomy. Trade unions were strong in the city, in which a famous General Strike was declared from 1 May to 6 June 1908.",Diagnostic,allopathy
PROJ0x6eae,,,small-cap,?,,Kimberly Gamble,17509.0,?,,-3224.5676118005713," Then, after a long stance alongside the emperors, the Papist families of the city gained control in 1248.9%), and Germany (10.  As an incentive to privatization, foreign investment in hospitals—up to 70% ownership has been encouraged.",Diagnostic,allopathy
PROJ0x69d9,,,?,,,Alda Carter,,4.656261041318754,,962.85," Other sites of interest The Teatro Farnese was constructed in 1618–1619 by Giovan Battista Aleotti, totally in wood. On 15 September 1859 the dynasty was declared deposed, and Parma entered the newly formed province of Emilia under Luigi Carlo Farini.",Diagnostic,allopathy
PROJ0x7e82,,"September,1986",large-cap,?,,?,2172.0,?,,519.6," During the Roman Empire, it gained the title of Julia for its loyalty to the imperial house. The system was initially proposed in his 1942 report, Social Insurance and Allied Services—known as the Beveridge Report.",Pharma,allopathy
PROJ0x1cd,IGM,"October,2009",?,Public_sector,,?,28866.0,1.537300576811628,461.1901730434884,70.15," Developed countries regulate manufacturing activity with labor laws and environmental laws.  He then proceeds to explain ""although the good is not being"" it is ""superior to it in rank and power"", it is what ""provides for knowledge and truth"" (508e).",Pharma,Organicfood
PROJ0x19ae,GUFS,,?,Private_sector,,?,13746.0,-999.0,,-3769.452259037092," All the outstanding art collections of the duke's palaces of Parma, Colorno and Sala Baganza were moved to Naples. As this industry expanded, it damaged other industries, especially the manufacturing industry, which closed 75,000 companies and caused the loss of 7 million manufacturing jobs.",Pharma,homeopathic
PROJ0x8a51,,"October,1999",?,,,?,31794.0,18.941411200179502,,-5759.3203808451135," In a pure Bismarck system, access to insurance is seen as a right solely predicated on labor status.In 2017, healthcare costs paid to hospitals, physicians, nursing homes, diagnostic laboratories, pharmacies, medical device manufacturers and other components of the healthcare system, consumed 17.",Pharma,homeopathic
PROJ0x3ecd,,"October,1973",?,,,?,,-999.0,-12295.768901949341,401.55,"The city was most probably founded and named by the Etruscans, for a parma or palma (circular shield) was a Latin borrowing, as were many Roman terms for particular arms, and the names Parmeal, Parmni and Parmnial appear in Etruscan inscriptions. Parma also is home to two rugby union teams in the top national division, Overmach Rugby Parma and SKG Gran Rugby.",Pharma,siddha
PROJ0x3d81,,,large-cap,Public_sector,,Robert Rasmussen,,-999.0,,493.75," It is the home stadium of Parma Baseball of the Italian Baseball League. The city was besieged in 1247–48 by Emperor Frederick II, who was however crushed in the battle that ensued.",Pharma,allopathy
PROJ0x5740,,"January,1958",?,?,,Cheyenne Burton,3946.0,18.636193894316214,-5788.864587870606,186.7," With a population of 198,292 inhabitants, Parma is the second most populous city in Emilia-Romagna after Bologna, the region's capital. Nino Cavalli Stadium is a baseball stadium located in Parma. The underlying principal of this system is that healthcare is a fundamental human right.",Pharma,homeopathic
PROJ0x2e63,,,mid-cap,Private_sector,,Marvin Patton,18819.0,4.80070427610069,26317.885268280967,799.55,"The American Academy of Family Physicians define four commonly utilized systems of payment:Named after British economist and social reformer William Beveridge, the Beveridge model sees healthcare financed and provided by a central government. This means that most insurance claims are reimbursed without challenge, creating low administrative burden.",Diagnostic,allopathy
PROJ0x6bef,IIC,,mid-cap,Private_sector,,?,66571.0,?,713.906704887968,,"  Over the first twenty-five years of this transformation, government contributions to healthcare expenditures have dropped from 36% to 15%, with the burden of managing this decrease falling largely on patients.The Roman colony was founded in 183 BC, together with Mutina (Modena); 2,000 families were settled.",Pharma,homeopathic
PROJ0xdc9,,"August,1982",?,Public_sector,Kenya,Dana Barnhill,,1.4579498947386182,437.38496842158537,," Labor unions and craft guilds have played a historic role in the negotiation of worker rights and wages.  But he makes a very important distinction, ""sun is not sight"" but it is ""the cause of sight itself"".",Pharma,Organicfood
PROJ0x580,,,small-cap,?,,?,,-999.0,,-2949.694477529229," However, issues with maintenance, availability of biomedical equipment technicians (BMET), supply chains, user education and the appropriateness of donations means these frequently fail to deliver the intended benefits. The precipitant for change was a radiation therapy device (Therac-25) that overdosed patients because of software coding errors.",Diagnostic,Medical devices
PROJ0x98cf,,,large-cap,?,,?,,17.86841174408046,,-440.74924631118284,"Ospedale Vecchio (""Old Hospital""), created in 1250 and later renovated in Renaissance times. Much of the Palazzo della Pilotta, situated not far (half a mile) from the train station, was destroyed. It was partially destroyed during World War IIPalazzo del Giardino, built from 1561 for Duke Ottavio Farnese on a design by Jacopo Barozzi da Vignola.",Pharma,allopathy
PROJ0x97a5,YIM,,large-cap,Public_sector,,William Benigno,21282.0,?,1455.875551023139,," Iran Iran produces about 2,000 types of medical devices and medical supplies, such as appliances, dental supplies, disposable sterile medical items, laboratory machines, various biomaterials and dental implants. The realisation of a new design can be very costly, especially with the shorter product life cycle.",Diagnostic,Medical devices
PROJ0x853,,"February,2006",?,?,,Barry Christy,,7.322711045937459,2196.8133137812383,632.65, Archetypal implementation of the Bismarck system can be seen in Germany's nationalized healthcare. On 28 December 2016 the US Food and Drug Administration released its recommendations that are not legally enforceable for how medical device manufacturers should maintain the security of Internet-connected devices.,Diagnostic,Medical devices
PROJ0x4a52,DEP,,?,?,,Victor Walton,,-999.0,,," With a population of 198,292 inhabitants, Parma is the second most populous city in Emilia-Romagna after Bologna, the region's capital. The city was besieged in 1247–48 by Emperor Frederick II, who was however crushed in the battle that ensued. After a short-lived period of independence under the Terzi family (1404–1409), the Sforza imposed their rule (1440–1449) through their associated families of Pallavicino, Rossi, Sanvitale and Da Correggio.",Diagnostic,allopathy
PROJ0x5f04,ZGG,"March,1967",?,,Sierra Leone,?,8091.0,10.719658767854355,3215.8976303563068,863.15," Two of its bishops became antipopes: Càdalo, founder of the cathedral, as Honorius II; and Guibert, as Clement III. The Truth About The Healthcare Industry, is it is an Oligopoly, an Industry, with very high costs and low quality of service.",Pharma,homeopathic
PROJ0x4cd6,XMBY,,mid-cap,,Austria,?,,7.409068920191578,-11210.647819520422,5623.099877492985,"Palazzo del Comune, built in 1627.36% were female.In 2017, healthcare costs paid to hospitals, physicians, nursing homes, diagnostic laboratories, pharmacies, medical device manufacturers and other components of the healthcare system, consumed 17.",Pharma,homeopathic
PROJ0x2b74,,,?,?,,?,33078.0,7.020085559788687,175.50213899471714,110.75,"Palazzo del Governatore (""Governor's Palace""), dating from the 13th century. In many cases, employers and employees finance insurers through payroll deduction.",Pharma,homeopathic
PROJ0x4282,,,mid-cap,Private_sector,,?,,13.820207694628207,,118.15," John the Evangelist (1520–1522) by Correggio which heralded illusionistic perspective ceilings. Archetypal implementation of the Bismarck system can be seen in Germany's nationalized healthcare. The most common way is face-to-face delivery, where care provider and patient see each other in person.",Diagnostic,allopathy
PROJ0x60fb,,,small-cap,Private_sector,,Janice Torres,,0.2914608207905217,,," The idea is further developed in Late Antiquity by Neoplatonists, Gnostics, and Church Fathers.The factory system was first adopted in Britain at the beginning of the Industrial Revolution in the late 18th century and later spread around the world. Wilson, Jeremy Griffith, David Sloan Wilson and Frans de Waal) as an important question to be addressed by the field of biology.",Pharma,Organicfood
PROJ0x2a1a,,"September,1959",?,?,,?,8781.0,12.151762537632168,61182.476150474286,2218.096526495346," The CA reports to the minister of health in the member state. Another solution is to use a technology called ""body-coupled communication"" that uses the human skin as a wave guide for wireless communication.",Diagnostic,Medical devices
PROJ0x8d6b,ZMW,,?,?,,?,,-999.0,229.08010473162412,," Along with it the Teatro Farnese and part of the Biblioteca Palatina were destroyed by Allied bombs; some 21,000 volumes of the library's collection were lost. This could be when practitioner and patient communicate over the phone, video conferencing, the internet, email, text messages, or any other form of non-face-to-face communication.",Pharma,siddha
PROJ0x98e5,WRF,,?,Public_sector,,?,,20.161632834675206,,166.4," The United States controls ~40% of the global market followed by Europe (25%), Japan (15%), and the rest of the world (20%). Often medical devices and products are sterilized in the package.  There are many ways of providing healthcare in the modern world.",Diagnostic,Medical devices
PROJ0x4589,,,large-cap,Private_sector,,Cathleen Arends,,10.671951390208992,1600.7927085313488,584.2,"San Giovanni Evangelista: Abbey church originally constructed in the 10th century behind the Cathedral's apse, rebuilt in 1498 and 1510. The most common way is face-to-face delivery, where care provider and patient see each other in person.Aeroporto Internazionale di Parma, Parma's airport, offers commercial flights to cities in a number of European countries.",Pharma,allopathy
PROJ0x507d,,,large-cap,Private_sector,,?,22838.0,?,,640.4, This task group has issued two standards for permanent implants to date: 1. Researchers suggest a few safeguards.,Diagnostic,Medical devices
PROJ0x2578,,,?,Private_sector,,Susan Wiegand,36867.0,?,17319.003767070768,-1989.1600993696663," These created a kind of new feudalism, building towers and castles throughout the city and the land.The system sees all healthcare services— which are provided and financed solely by the government.",Pharma,allopathy
PROJ0x4273,,,large-cap,?,,Robert Hernandez,,27.63223991886289,,481.6," However, large public insurance programs provide the government with bargaining power, allowing them to drive down prices for certain services and medication.45% and 22. In 1847, after Marie Louise, Duchess of Parma's death, it passed again to the House of Bourbon, the last of whom was stabbed in the city and left it to his widow, Luisa Maria of Berry.",Pharma,allopathy
PROJ0x6704,PYC,,?,Private_sector,,Florence Wilson,5867.0,-999.0,22828.424213152208,740.05,"  The current birth rate of Parma is 8.The Italian poet Attilio Bertolucci (born in a hamlet in the countryside) wrote: ""As a capital city it had to have a river.",Pharma,homeopathic
PROJ0x2829,,"October,2008",large-cap,Public_sector,,Kenneth Richardson,9057.0,10.570887463968567,29333.71470384188,2363.037179473689,46% of the population compared to pensioners who numbered 22. The district on the far side of the river is Oltretorrente.36% were female.,Diagnostic,allopathy
PROJ0x1f6c,,"February,1999",small-cap,Private_sector,,Niki Smith,,-999.0,,7790.369977698881," It was usually carried out by single skilled artisans with assistants. Further, while U.In religion, ethics, and philosophy, ""good and evil"" is a very common dichotomy.",Pharma,Organicfood
PROJ0x49c8,,"January,2000",?,?,,?,12542.0,0.824682572283234,123.70238584248513,10.6," 22–36, 951–88.Every language has a word expressing good in the sense of ""having the right or desirable quality"" (ἀρετή) and bad in the sense ""undesirable"". Examples in Europe include Volkswagen Group, Siemens, BASF and Michelin.",Pharma,Organicfood
PROJ0x7cbe,,,mid-cap,?,,?,79928.0,5.080105803139054,1270.0264507847633,890.5,"72% growth, while Italy as a whole grew by 6.In areas with low levels of government stability or poverty, there is often no mechanism for ensuring that health costs are covered by a party other than the individual. The incomes of managers and administrators, underwriters and medical malpractice attorneys, marketers, investors and shareholders of for-profit services, all are attributable to health care costs.",Pharma,homeopathic
PROJ0x1207,,,small-cap,?,,?,,-999.0,15440.521002395695,1325.9521541972874,"The manufacturing sector is closely connected with the engineering and industrial design. The idea is further developed in Late Antiquity by Neoplatonists, Gnostics, and Church Fathers. A total of 3.",Pharma,Organicfood
PROJ0x3447,,"February,1965",?,,Samoa,?,,1.140024817570761,,-1607.0470449915865," It is expected that the health share of the Gross domestic product (GDP) will continue its upward trend, reaching 19. Minors (children aged 18 and younger) totalled 16.",Pharma,homeopathic
PROJ0xc65,KLZY,,large-cap,?,Turkey,Naomi Alma,2393.0,-999.0,-30180.18894498535,,"9 percent of GDP by 2025. However, large public insurance programs provide the government with bargaining power, allowing them to drive down prices for certain services and medication.",Diagnostic,Medical devices
PROJ0x701e,AMW,,?,,,?,47762.0,10.330511099722171,3099.153329916652,66.85," The most common way is face-to-face delivery, where care provider and patient see each other in person.46%) and the Philippines: 1.The Teatro Regio (""Royal Theatre""), built in 1821–1829 by Nicola Bettoli.",Pharma,homeopathic
PROJ0x27a,,,small-cap,,Macau,?,14466.0,-999.0,,2319.445944691242," economy, research shows that it performs poorly compared to manufacturing in other high-wage countries. Wilson, Jeremy Griffith, David Sloan Wilson and Frans de Waal) as an important question to be addressed by the field of biology.",Pharma,Organicfood
PROJ0xd08,,,?,?,,Marian Watson,7221.0,?,-7632.200152166642,347.55,"9 million dentists and other dentistry personnel, 2. Rebuilt in 1415 and again in 1635–1666. With a population of 198,292 inhabitants, Parma is the second most populous city in Emilia-Romagna after Bologna, the region's capital.",Pharma,siddha
PROJ0x8918,NMS,"January,1964",?,Private_sector,,William Gonzalez,,1.5198797586709545,455.9639276012864,72.7," This led to significant increases in efficiency, lowering the cost of the end process. Across the globe, manufacturers can be subject to regulations and pollution taxes to offset the environmental costs of manufacturing activities.",Pharma,Organicfood
PROJ0x92b0,,,?,Public_sector,,?,,13.334686331317947,,-3595.4381600395286," In Canada, for instance, drug prices have been extensively lowered by the Patented Medicine Prices Review Board. In 1731, the fifteen-year-old Don Carlos became Charles I Duke of Parma and Piacenza, at the death of his childless great uncle Antonio Farnese.",Pharma,allopathy
PROJ0x176d,ITO,"July,1962",?,Public_sector,,?,83420.0,-999.0,,976.7," The city was besieged in 1247–48 by Emperor Frederick II, who was however crushed in the battle that ensued.The American Academy of Family Physicians define four commonly utilized systems of payment:Named after British economist and social reformer William Beveridge, the Beveridge model sees healthcare financed and provided by a central government.",Pharma,homeopathic
PROJ0x31b0,,,?,Public_sector,,?,9953.0,2.1351337067700973,640.5401120310291,5620.3107138681835, Health protection is costly and hospital expenses are overwhelmingly the most well-known explanation behind individual liquidation in the United States. Adjacent is a former monastery (1493–1495) of the Regular Canons of the Lateran.,Pharma,siddha
PROJ0x5e73,IYA,"November,1992",mid-cap,Public_sector,Bosnia And Herzegowina,?,866.0,7.9769796863605045,,,"Attila sacked the city in 452,and the Germanic king Odoacer later gifted it to his followers.In that year the Farnese pope, Paul III, detached Parma and Piacenza from the Papal States and gave them as a duchy to his illegitimate son, Pier Luigi Farnese, whose descendants ruled in Parma until 1731, when Antonio Farnese, last male of the Farnese line, died.",Pharma,allopathy
PROJ0x60ad,,,?,Private_sector,,?,,8.354402227913761,1670.8804455827521,,"3 million community health workers worldwide, making the health care industry one of the largest segments of the workforce.San Rocco: late Baroque style church rebuilt in 1754 and dedicated to one of Parma's patron saints. In 1331, the city submitted to King John of Bohemia.",Pharma,homeopathic
PROJ0x395b,,"December,1973",?,Public_sector,,?,1445.0,?,,501.15," Similar systems can be found in France, Belgium, and Japan. Media related to Healthcare industry at Wikimedia CommonsParma (Italian pronunciation: [ˈparma] (listen); Emilian: Pärma, pronounced ['pːè(r)ma]) is a city in the northern Italian region of Emilia-Romagna famous for its architecture, music, art, prosciutto (ham), cheese and surrounding countryside. According to Health Affairs, US$7,498 be spent on every woman, man and child in the United States in 2007, 20 percent of all spending.",Pharma,allopathy
PROJ0x8d1a,,,?,Private_sector,,?,10256.0,3.0139569292189896,452.0935393828485,," Examples range from simple, low-risk devices such as tongue depressors, medical thermometers, disposable gloves, and bedpans to complex, high-risk devices that are implanted and sustain life.9%), Switzerland (10.",Diagnostic,Medical devices
PROJ0x2b,,"December,2004",?,?,,?,1905.0,-999.0,-17905.806380123457,816.85,"In the Treaty of London (1718) it was promulgated that the heir to the combined Duchy of Parma and Piacenza would be Elisabeth Farnese's elder son with Philip V of Spain, Don Carlos. It plays in the city's Stadio Ennio Tardini, which opened in 1923 and seats up to 23,000.  There are many ways of providing healthcare in the modern world.",Diagnostic,allopathy
PROJ0x35d3,,,small-cap,Public_sector,,David Mays,42335.0,2.2718947023632565,681.5684107089769,303.6,"Parma's other sport team is the rugby union club Zebre which competes in Pro14, one of the top rugby competitions in the world. The modern healthcare industry includes three essential branches which are services, products, and finance and may be divided into many sectors and categories and depends on the interdisciplinary teams of trained professionals and paraprofessionals to meet health needs of individuals and populations.",Pharma,allopathy
PROJ0xd2,COS,,?,?,,?,,2.411545453879252,723.4636361637752,54.15," Tort law and product liability impose additional costs on manufacturing.Plato and Aristotle were not the first contributors in ancient Greece to the study of the ""good"" and discussion preceding them can be found among the pre-Socratic philosophers.the dilemma of the human condition and their capacity to perform both good and evil activities.",Pharma,Organicfood
PROJ0x5472,DQL,,small-cap,Public_sector,,?,,1.6517866860804222,,250.35," After the Peace of Constance in 1183  confirmed the Italian communes' rights of self-governance, long-standing quarrels with the neighbouring communes of Reggio Emilia, Piacenza and Cremona became harsher, with the aim of controlling the vital trading line over the Po River. The city is home to the University of Parma, one of the oldest universities in the world.",Pharma,siddha
PROJ0x245d,,,?,?,,Tammy Horton,,2.071256418422626,,862.2,"7%) being the top three. Generally, the Beveridge model yields a low cost per capita compared to other systems. The book shows that the government has known for some time, has covered up the illegal practices, especially the IRS.",Pharma,allopathy
PROJ0x28c9,CYN,"December,1952",large-cap,?,Mayotte,Barry Bohringer,,-999.0,,86.4," These created a kind of new feudalism, building towers and castles throughout the city and the land. It plays in the city's Stadio Ennio Tardini, which opened in 1923 and seats up to 23,000.",Pharma,allopathy
